Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_uvig,SRA Study,virus_enrich_appr
SRR12768760,Targeted-Capture,NC_045512.2,151,3765170264,PRJNA667180,SAMN16361087,MIUVIG.host-associated,656771565,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239448,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D19,sputum,39.9 N 116.4 E,Lib063,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S063,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768761,Targeted-Capture,NC_045512.2,151,1345704108,PRJNA667180,SAMN16361086,MIUVIG.host-associated,194480968,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239447,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D20,sputum,39.9 N 116.4 E,Lib062,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S062,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768762,Targeted-Capture,NC_045512.2,151,1452132152,PRJNA667180,SAMN16361085,MIUVIG.host-associated,221797931,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239446,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D17,sputum,39.9 N 116.4 E,Lib061,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S061,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768763,Targeted-Capture,NC_045512.2,150,39691729524,PRJNA667180,SAMN16361031,MIUVIG.host-associated,8506298362,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239445,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D28,pharyngeal swab,39.9 N 116.4 E,Lib007,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-04T00:00:00Z,S007,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768764,Targeted-Capture,NC_045512.2,151,631413776,PRJNA667180,SAMN16361084,MIUVIG.host-associated,96173780,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239444,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D15,sputum,39.9 N 116.4 E,Lib060,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S060,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768765,Targeted-Capture,NC_045512.2,151,134863292,PRJNA667180,SAMN16361083,MIUVIG.host-associated,16122897,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239443,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D1,sputum,39.9 N 116.4 E,Lib059,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S059,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768766,Targeted-Capture,NC_045512.2,151,103943984,PRJNA667180,SAMN16361082,MIUVIG.host-associated,12419280,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239442,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D126,pharyngeal swab,39.9 N 116.4 E,Lib058,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S058,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768767,Targeted-Capture,NC_045512.2,151,472682380,PRJNA667180,SAMN16361081,MIUVIG.host-associated,55208699,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239441,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D125,sputum,39.9 N 116.4 E,Lib057,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S057,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768768,Targeted-Capture,NC_045512.2,151,9700701484,PRJNA667180,SAMN16361080,MIUVIG.host-associated,1719164657,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239440,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D123,sputum,39.9 N 116.4 E,Lib056,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S056,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768769,Targeted-Capture,NC_045512.2,151,239735464,PRJNA667180,SAMN16361079,MIUVIG.host-associated,29173032,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239439,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D114,sputum,39.9 N 116.4 E,Lib055,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S055,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768770,Targeted-Capture,NC_045512.2,151,191228692,PRJNA667180,SAMN16361078,MIUVIG.host-associated,23385617,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239438,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D92,sputum,39.9 N 116.4 E,Lib054,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S054,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768771,Targeted-Capture,NC_045512.2,151,4072992,PRJNA667180,SAMN16361077,MIUVIG.host-associated,1045510,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239437,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D112,sputum,39.9 N 116.4 E,Lib053,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S053,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768772,Targeted-Capture,NC_045512.2,151,148977100,PRJNA667180,SAMN16361076,MIUVIG.host-associated,30935839,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239436,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D111,pharyngeal swab,39.9 N 116.4 E,Lib052,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S052,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768773,Targeted-Capture,NC_045512.2,151,997793284,PRJNA667180,SAMN16361075,MIUVIG.host-associated,203979233,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239435,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D107,sputum,39.9 N 116.4 E,Lib051,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S051,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768774,Targeted-Capture,NC_045512.2,150,19103918448,PRJNA667180,SAMN16361030,MIUVIG.host-associated,4074197138,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239434,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D49,sputum,39.9 N 116.4 E,Lib006,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S006,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768775,Targeted-Capture,NC_045512.2,151,2838917300,PRJNA667180,SAMN16361074,MIUVIG.host-associated,312210292,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239433,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D127,pharyngeal swab,39.9 N 116.4 E,Lib050,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S050,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768776,Targeted-Capture,NC_045512.2,151,561031772,PRJNA667180,SAMN16361073,MIUVIG.host-associated,109975843,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239432,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D121,sputum,39.9 N 116.4 E,Lib049,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S049,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768777,Targeted-Capture,NC_045512.2,151,356619360,PRJNA667180,SAMN16361072,MIUVIG.host-associated,68224591,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239431,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D119,sputum,39.9 N 116.4 E,Lib048,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S048,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768778,Targeted-Capture,NC_045512.2,151,1356113524,PRJNA667180,SAMN16361071,MIUVIG.host-associated,370160361,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239430,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D54,sputum,39.9 N 116.4 E,Lib047,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S047,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768779,Targeted-Capture,NC_045512.2,151,184208952,PRJNA667180,SAMN16361070,MIUVIG.host-associated,35978863,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239429,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D59,sputum,39.9 N 116.4 E,Lib046,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S046,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768780,Targeted-Capture,NC_045512.2,151,1182771584,PRJNA667180,SAMN16361069,MIUVIG.host-associated,192879884,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239428,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D61,sputum,39.9 N 116.4 E,Lib045,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S045,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768781,Targeted-Capture,NC_045512.2,151,4970229000,PRJNA667180,SAMN16361068,MIUVIG.host-associated,1000172601,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239427,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D57,sputum,39.9 N 116.4 E,Lib044,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S044,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768782,Targeted-Capture,NC_045512.2,151,54304888,PRJNA667180,SAMN16361067,MIUVIG.host-associated,12527705,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239426,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D58,sputum,39.9 N 116.4 E,Lib043,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S043,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768783,Targeted-Capture,NC_045512.2,151,27485324,PRJNA667180,SAMN16361066,MIUVIG.host-associated,5832683,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239425,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D42,feces,39.9 N 116.4 E,Lib042,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S042,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768784,Targeted-Capture,NC_045512.2,151,213063036,PRJNA667180,SAMN16361065,MIUVIG.host-associated,38643024,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239424,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D52,pharyngeal swab,39.9 N 116.4 E,Lib041,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S041,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768785,Targeted-Capture,NC_045512.2,150,6442031548,PRJNA667180,SAMN16361029,MIUVIG.host-associated,1301741467,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239423,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D13,sputum,39.9 N 116.4 E,Lib005,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S005,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768786,Targeted-Capture,NC_045512.2,151,4206775104,PRJNA667180,SAMN16361064,MIUVIG.host-associated,437939593,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239422,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D51,pharyngeal swab,39.9 N 116.4 E,Lib040,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S040,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768787,Targeted-Capture,NC_045512.2,151,2389219676,PRJNA667180,SAMN16361063,MIUVIG.host-associated,415220912,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239421,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D23,pharyngeal swab,39.9 N 116.4 E,Lib039,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S039,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768788,Targeted-Capture,NC_045512.2,151,247235144,PRJNA667180,SAMN16361062,MIUVIG.host-associated,30237340,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239420,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D21,pharyngeal swab,39.9 N 116.4 E,Lib038,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S038,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768789,Targeted-Capture,NC_045512.2,151,42211008,PRJNA667180,SAMN16361061,MIUVIG.host-associated,9128742,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239419,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D48,pharyngeal swab,39.9 N 116.4 E,Lib037,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S037,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768790,Targeted-Capture,NC_045512.2,151,126344908,PRJNA667180,SAMN16361060,MIUVIG.host-associated,18674733,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239418,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D117,sputum,39.9 N 116.4 E,Lib036,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S036,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768791,Targeted-Capture,NC_045512.2,151,10298888592,PRJNA667180,SAMN16361059,MIUVIG.host-associated,1804460252,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239417,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D105,sputum,39.9 N 116.4 E,Lib035,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S035,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768792,Targeted-Capture,NC_045512.2,151,1459943660,PRJNA667180,SAMN16361058,MIUVIG.host-associated,242273734,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239416,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D98,sputum,39.9 N 116.4 E,Lib034,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S034,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768793,Targeted-Capture,NC_045512.2,151,312502880,PRJNA667180,SAMN16361057,MIUVIG.host-associated,48375858,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239415,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D97,sputum,39.9 N 116.4 E,Lib033,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S033,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768794,Targeted-Capture,NC_045512.2,151,131933340,PRJNA667180,SAMN16361056,MIUVIG.host-associated,14891799,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239414,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D102,sputum,39.9 N 116.4 E,Lib032,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S032,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768795,Targeted-Capture,NC_045512.2,151,8840700,PRJNA667180,SAMN16361055,MIUVIG.host-associated,1096346,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239413,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D79,sputum,39.9 N 116.4 E,Lib031,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S031,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768796,Targeted-Capture,NC_045512.2,150,160218716,PRJNA667180,SAMN16361028,MIUVIG.host-associated,22136050,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239412,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D36,pharyngeal swab,39.9 N 116.4 E,Lib004,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S004,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768797,Targeted-Capture,NC_045512.2,151,65132152,PRJNA667180,SAMN16361054,MIUVIG.host-associated,10962785,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239411,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D81,sputum,39.9 N 116.4 E,Lib030,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S030,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768798,Targeted-Capture,NC_045512.2,151,768659364,PRJNA667180,SAMN16361053,MIUVIG.host-associated,89982125,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239410,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D108,feces,39.9 N 116.4 E,Lib029,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S029,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768799,Targeted-Capture,NC_045512.2,151,8098673544,PRJNA667180,SAMN16361052,MIUVIG.host-associated,1241593705,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239409,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D78,feces,39.9 N 116.4 E,Lib028,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S028,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768800,Targeted-Capture,NC_045512.2,151,1649421160,PRJNA667180,SAMN16361051,MIUVIG.host-associated,236802692,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239408,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D106,pharyngeal swab,39.9 N 116.4 E,Lib027,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S027,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
